Anio,Mes,Producto,Peso.Kg
2021,5,ALBAHACA,250
2021,5,ALBAHACA,20.448
2021,5,ALBAHACA,3
2021,5,ALBAHACA,1.36078
2021,7,ALBARICOQUE,20000
2021,7,ALBARICOQUE,20000
2021,7,ALBARICOQUE,16250
2021,7,ALBARICOQUE,12887
2021,7,ALBARICOQUE,40000
2021,5,ALBARICOQUE,18480
2021,9,ALCACHOFA,1694.595
2021,8,ALCACHOFA,40
2021,5,ALCACHOFA,30
2021,9,ALFALFA,12000
2021,9,ALFALFA,35000
2021,9,ALFALFA,20000
2021,9,ALFALFA,17500
2021,8,ALFALFA,18000
2021,7,ALFALFA,1827.97
2021,6,ALFALFA,18000
2021,6,ALFALFA,21500
2021,6,ALFALFA,20000
2021,5,ALFALFA,15000
2021,9,ALGARROBO,350
2021,7,ALGARROBO,200
2021,5,ALGARROBO,550
2021,9,ALGODON,1133.98
2021,9,ALGODON,196690
2021,9,ALGODON,182910
2021,9,ALGODON,137660
2021,9,ALGODON,119480
2021,9,ALGODON,135460
2021,9,ALGODON,50416
2021,9,ALGODON,118125.886
2021,9,ALGODON,302240
2021,9,ALGODON,39330
2021,9,ALGODON,139870
2021,9,ALGODON,78210
2021,9,ALGODON,200500
2021,9,ALGODON,77600
2021,9,ALGODON,448740
2021,9,ALGODON,196360
2021,9,ALGODON,19890
2021,9,ALGODON,314760
2021,9,ALGODON,19300
2021,9,ALGODON,2948.4
2021,9,ALGODON,366410
2021,9,ALGODON,381005
2021,9,ALGODON,20440
2021,9,ALGODON,39170
2021,9,ALGODON,39279
2021,9,ALGODON,221340
2021,9,ALGODON,295760
2021,9,ALGODON,281210
2021,9,ALGODON,39080
2021,9,ALGODON,119020
2021,9,ALGODON,98340
2021,9,ALGODON,56697.7
2021,8,ALGODON,75710
2021,8,ALGODON,400650
2021,8,ALGODON,38090
2021,8,ALGODON,38920
2021,8,ALGODON,39010
2021,8,ALGODON,241890
2021,8,ALGODON,176260
2021,8,ALGODON,48100
2021,8,ALGODON,194585
2021,8,ALGODON,39496
2021,8,ALGODON,98943.011
2021,8,ALGODON,97850
2021,8,ALGODON,38170
2021,8,ALGODON,40110
2021,8,ALGODON,58630
2021,8,ALGODON,77720
2021,8,ALGODON,229950
2021,8,ALGODON,79030
2021,8,ALGODON,78570
2021,8,ALGODON,60140
2021,8,ALGODON,374760
2021,8,ALGODON,19180
2021,8,ALGODON,80210
2021,8,ALGODON,238390
2021,8,ALGODON,20030
2021,8,ALGODON,156620
2021,8,ALGODON,59690
2021,8,ALGODON,20070
2021,8,ALGODON,20650
2021,8,ALGODON,194890
2021,8,ALGODON,352416
2021,8,ALGODON,77930
2021,7,ALGODON,19770
2021,7,ALGODON,78930
2021,7,ALGODON,117350
2021,7,ALGODON,38203
2021,7,ALGODON,19488
2021,7,ALGODON,19592
2021,7,ALGODON,141330
2021,7,ALGODON,122090
2021,7,ALGODON,195000
2021,7,ALGODON,219770
2021,7,ALGODON,39170
2021,7,ALGODON,168980
2021,7,ALGODON,197420
2021,7,ALGODON,292310
2021,7,ALGODON,78310
2021,7,ALGODON,19010
2021,7,ALGODON,37720
2021,7,ALGODON,38881
2021,7,ALGODON,37249
2021,7,ALGODON,58870
2021,7,ALGODON,135910
2021,7,ALGODON,96600
2021,7,ALGODON,138760
2021,7,ALGODON,38470
2021,7,ALGODON,18960
2021,7,ALGODON,20110
2021,7,ALGODON,18142.8
2021,7,ALGODON,99012
2021,7,ALGODON,18675
2021,7,ALGODON,39600
2021,7,ALGODON,200496
2021,7,ALGODON,99405
2021,7,ALGODON,19930
2021,7,ALGODON,59300
2021,7,ALGODON,770270
2021,7,ALGODON,276930
2021,7,ALGODON,178370
2021,7,ALGODON,139810
2021,7,ALGODON,77990
2021,6,ALGODON,19600
2021,6,ALGODON,396570
2021,6,ALGODON,109860
2021,6,ALGODON,19869
2021,6,ALGODON,19577.5
2021,6,ALGODON,19460.1
2021,6,ALGODON,39260
2021,6,ALGODON,40030
2021,6,ALGODON,197780
2021,6,ALGODON,120160
2021,6,ALGODON,57110
2021,6,ALGODON,19730
2021,6,ALGODON,395425
2021,6,ALGODON,398995
2021,6,ALGODON,298385
2021,6,ALGODON,38008.773
2021,6,ALGODON,390890
2021,6,ALGODON,234938
2021,6,ALGODON,19451
2021,6,ALGODON,39520
2021,6,ALGODON,39394
2021,6,ALGODON,177032
2021,6,ALGODON,118150
2021,6,ALGODON,78962
2021,6,ALGODON,159233
2021,6,ALGODON,38130
2021,6,ALGODON,38820
2021,6,ALGODON,19460
2021,6,ALGODON,135720
2021,6,ALGODON,233060
2021,6,ALGODON,391490
2021,6,ALGODON,364400
2021,6,ALGODON,312825
2021,6,ALGODON,19790
2021,6,ALGODON,20047.6
2021,6,ALGODON,234050
2021,6,ALGODON,80890
2021,6,ALGODON,39270
2021,6,ALGODON,97640
2021,6,ALGODON,99040
2021,6,ALGODON,19410.2
2021,6,ALGODON,19290
2021,6,ALGODON,79270
2021,6,ALGODON,118060
2021,5,ALGODON,198543
2021,5,ALGODON,315318.83
2021,5,ALGODON,19440
2021,5,ALGODON,37390
2021,5,ALGODON,438000
2021,5,ALGODON,311330
2021,5,ALGODON,76880
2021,5,ALGODON,438000
2021,5,ALGODON,5825
2021,5,ALGODON,393380
2021,5,ALGODON,19720
2021,5,ALGODON,39415.17
2021,5,ALGODON,19737
2021,5,ALGODON,690485
2021,5,ALGODON,19330
2021,5,ALGODON,19160
2021,5,ALGODON,294720
2021,5,ALGODON,19740
2021,5,ALGODON,209620
2021,5,ALGODON,19385
2021,5,ALGODON,39180
2021,5,ALGODON,154380
2021,5,ALGODON,78030
2021,5,ALGODON,38510
2021,5,ALGODON,59350
2021,5,ALGODON,154120
2021,5,ALGODON,121967.36
2021,5,ALGODON,97500
2021,5,ALGODON,101469
2021,5,ALGODON,172130
2021,5,ALGODON,179160
2021,5,ALGODON,19630
2021,5,ALGODON,115780
2021,5,ALGODON,19360
2021,5,ALGODON,118610
2021,5,ALGODON,79340
2021,5,ALGODON,39150
2021,5,ALGODON,77310
2021,5,ALGODON,36962
2021,5,ALGODON,36304
2021,5,ALGODON,39703
2021,5,ALGODON,19770
2021,5,ALGODON,151330
2021,5,ALGODON,39540
2021,8,ALHELI,0.018584
2021,9,ALIMENTO.ANIMAL,9000
2021,8,ALMENDRA,12.269
2021,7,ALMENDRA,12.269
2021,9,ALMENDRO,4.2
2021,9,ALPISTE,23587
2021,9,ALPISTE,48217
2021,9,ALPISTE,23995
2021,9,ALPISTE,50031
2021,8,ALPISTE,117571
2021,8,ALPISTE,216820
2021,8,ALPISTE,47150
2021,8,ALPISTE,24830
2021,6,ALPISTE,46629
2021,6,ALPISTE,47174
2021,6,ALPISTE,216820
2021,6,ALPISTE,21682
2021,6,ALPISTE,64990
2021,5,ALPISTE,21680
2021,5,ALPISTE,70715
2021,5,ALPISTE,24830
2021,5,ALPISTE,24760
2021,5,ALPISTE,93990
2021,8,ALYSSUM,0.04819
2021,9,ANEMONA,0.051
2021,9,ANIS,1
2021,8,ANIS,0.096
2021,7,ANIS,15000
2021,6,ANIS,6450
2021,5,ANIS,24.538
2021,5,ANIS,2
2021,5,ANIS,14250
2021,8,ANTIRRINO,0.00505
2021,6,ANTIRRINO,0.018461
2021,5,ANTIRRINO,0.032
2021,9,ANTURIO,175
2021,8,ANTURIO,602
2021,8,ANTURIO,204
2021,6,ANTURIO,95
2021,5,ANTURIO,192
2021,5,ANTURIO,476
2021,8,APIO,1.853
2021,8,APIO,10
2021,8,APIO,1
2021,8,APIO,11.065
2021,8,APIO,0.63
2021,8,APIO,100
2021,8,APIO,3780
2021,6,APIO,940
2021,6,APIO,7
2021,5,APIO,100
2021,5,APIO,700
2021,5,APIO,28
2021,5,APIO,0.53
2021,9,ARADOS,179.718
2021,9,ARADOS,200
2021,7,ARADOS,733.625
2021,7,ARADOS,609.998
2021,6,ARADOS,344.086
2021,6,ARADOS,1200
2021,9,ARANDANOS,1000
2021,9,ARANDANOS,30
2021,9,ARANDANOS,1019
2021,9,ARANDANOS,843.68
2021,9,ARANDANOS,19600
2021,8,ARANDANOS,100
2021,8,ARANDANOS,1200
2021,8,ARANDANOS,1038
2021,8,ARANDANOS,8000
2021,7,ARANDANOS,390.26
2021,7,ARANDANOS,755.82
2021,6,ARANDANOS,539
2021,6,ARANDANOS,160
2021,6,ARANDANOS,79
2021,5,ARANDANOS,300
2021,5,ARANDANOS,30
2021,5,ARANDANOS,536.75
2021,5,ARANDANOS,229.4
2021,5,ARANDANOS,150
2021,5,ARANDANOS,12000
2021,5,ARANDANOS,12125
2021,5,ARANDANOS,12125
2021,5,ARANDANOS,76
2021,5,ARANDANOS,11796
2021,5,ARANDANOS,12125
2021,9,ARROZ,25000
2021,9,ARROZ,25000
2021,9,ARROZ,106000
2021,9,ARROZ,300000
2021,9,ARROZ,125000
2021,9,ARROZ,50000
2021,9,ARROZ,130000
2021,9,ARROZ,127500
2021,9,ARROZ,499580
2021,9,ARROZ,375000
2021,9,ARROZ,125000
2021,9,ARROZ,125000
2021,9,ARROZ,499270
2021,9,ARROZ,130000
2021,9,ARROZ,252000
2021,9,ARROZ,125000
2021,9,ARROZ,48600
2021,9,ARROZ,264950
2021,9,ARROZ,125000
2021,9,ARROZ,7937.95
2021,9,ARROZ,127500
2021,9,ARROZ,132500
2021,9,ARROZ,265000
2021,9,ARROZ,130000
2021,9,ARROZ,125000
2021,9,ARROZ,200000
2021,9,ARROZ,265000
2021,9,ARROZ,185500
2021,9,ARROZ,2436
2021,9,ARROZ,75000
2021,9,ARROZ,250000
2021,9,ARROZ,264900
2021,9,ARROZ,300000
2021,9,ARROZ,50000
2021,9,ARROZ,676000
2021,9,ARROZ,650000
2021,9,ARROZ,265000
2021,9,ARROZ,265000
2021,9,ARROZ,125000
2021,9,ARROZ,125000
2021,9,ARROZ,375000
2021,9,ARROZ,2
2021,9,ARROZ,275000
2021,9,ARROZ,125000
2021,9,ARROZ,20
2021,9,ARROZ,125000
2021,9,ARROZ,25000
2021,9,ARROZ,500000
2021,9,ARROZ,226800
2021,9,ARROZ,24990
2021,9,ARROZ,125000
2021,9,ARROZ,375000
2021,9,ARROZ,125000
2021,8,ARROZ,500000
2021,8,ARROZ,250000
2021,8,ARROZ,126000
2021,8,ARROZ,252000
2021,8,ARROZ,125000
2021,8,ARROZ,127500
2021,8,ARROZ,0.77
2021,8,ARROZ,132050
2021,8,ARROZ,102000
2021,8,ARROZ,150000
2021,8,ARROZ,130000
2021,8,ARROZ,130000
2021,8,ARROZ,132500
2021,8,ARROZ,127500
2021,8,ARROZ,127500
2021,8,ARROZ,5064
2021,8,ARROZ,217570
2021,8,ARROZ,250000
2021,8,ARROZ,512120
2021,8,ARROZ,750000
2021,8,ARROZ,260000
2021,8,ARROZ,702000
2021,8,ARROZ,182000
2021,8,ARROZ,150000
2021,8,ARROZ,75000
2021,8,ARROZ,127500
2021,8,ARROZ,132500
2021,8,ARROZ,132500
2021,8,ARROZ,130000
2021,8,ARROZ,130000
2021,8,ARROZ,127500
2021,8,ARROZ,127500
2021,8,ARROZ,127500
2021,8,ARROZ,253500
2021,8,ARROZ,175000
2021,8,ARROZ,250000
2021,8,ARROZ,100000
2021,8,ARROZ,150000
2021,8,ARROZ,100000
2021,8,ARROZ,250000
2021,8,ARROZ,252000
2021,8,ARROZ,252000
2021,8,ARROZ,125000
2021,8,ARROZ,275000
2021,8,ARROZ,104000
2021,8,ARROZ,3390.66
2021,8,ARROZ,102000
2021,8,ARROZ,130000
2021,8,ARROZ,130000
2021,8,ARROZ,122810
2021,8,ARROZ,391440
2021,8,ARROZ,250000
2021,8,ARROZ,375000
2021,8,ARROZ,25000
2021,8,ARROZ,286000
2021,8,ARROZ,132500
2021,8,ARROZ,132500
2021,8,ARROZ,125000
2021,8,ARROZ,125000
2021,8,ARROZ,252000
2021,8,ARROZ,125000
2021,8,ARROZ,250000
2021,8,ARROZ,225000
2021,8,ARROZ,150000
2021,8,ARROZ,25000
2021,8,ARROZ,25000
2021,8,ARROZ,127500
2021,8,ARROZ,130000
2021,8,ARROZ,525000
2021,8,ARROZ,124940
2021,8,ARROZ,150000
2021,8,ARROZ,150000
2021,8,ARROZ,124930
2021,8,ARROZ,250000
2021,8,ARROZ,130000
2021,8,ARROZ,25000
2021,8,ARROZ,130000
2021,8,ARROZ,275000
2021,8,ARROZ,500000
2021,8,ARROZ,175000
2021,8,ARROZ,150020
2021,8,ARROZ,0.3
2021,8,ARROZ,125000
2021,8,ARROZ,127500
2021,8,ARROZ,127500
2021,8,ARROZ,50000
2021,7,ARROZ,0.9
2021,7,ARROZ,202000
2021,7,ARROZ,102000
2021,7,ARROZ,50000
2021,7,ARROZ,95380
2021,7,ARROZ,1400000
2021,7,ARROZ,153000
2021,7,ARROZ,125000
2021,7,ARROZ,127500
2021,7,ARROZ,150000
2021,7,ARROZ,150000
2021,7,ARROZ,125000
2021,7,ARROZ,125000
2021,7,ARROZ,350000
2021,7,ARROZ,51000
2021,7,ARROZ,76500
2021,7,ARROZ,50000
2021,7,ARROZ,130000
2021,7,ARROZ,130000
2021,7,ARROZ,130000
2021,7,ARROZ,130000
2021,7,ARROZ,132500
2021,7,ARROZ,132500
2021,7,ARROZ,130000
2021,7,ARROZ,130000
2021,7,ARROZ,500000
2021,7,ARROZ,265000
2021,7,ARROZ,130000
2021,7,ARROZ,255000
2021,7,ARROZ,255000
2021,7,ARROZ,130000
2021,7,ARROZ,0.85
2021,7,ARROZ,488.224
2021,7,ARROZ,252000
2021,7,ARROZ,24000
2021,7,ARROZ,99360
2021,7,ARROZ,132500
2021,7,ARROZ,130000
2021,7,ARROZ,260000
2021,7,ARROZ,100000
2021,7,ARROZ,132500
2021,7,ARROZ,250000
2021,7,ARROZ,127500
2021,7,ARROZ,127500
2021,7,ARROZ,127500
2021,7,ARROZ,127500
2021,7,ARROZ,265000
2021,7,ARROZ,126000
2021,7,ARROZ,300000
2021,7,ARROZ,96030
2021,7,ARROZ,1100000
2021,7,ARROZ,260000
2021,7,ARROZ,132500
2021,7,ARROZ,132500
2021,7,ARROZ,125000
2021,7,ARROZ,750000
2021,7,ARROZ,750000
2021,7,ARROZ,132500
2021,7,ARROZ,130000
2021,7,ARROZ,24990
2021,7,ARROZ,125000
2021,7,ARROZ,127500
2021,7,ARROZ,127500
2021,7,ARROZ,252000
2021,7,ARROZ,125000
2021,7,ARROZ,125000
2021,7,ARROZ,375000
2021,7,ARROZ,96480
2021,7,ARROZ,600000
2021,7,ARROZ,250000
2021,7,ARROZ,300000
2021,7,ARROZ,75000
2021,7,ARROZ,125000
2021,7,ARROZ,50000
2021,7,ARROZ,375000
2021,7,ARROZ,125000
2021,7,ARROZ,125000
2021,7,ARROZ,200000
2021,7,ARROZ,125000
2021,7,ARROZ,484500
2021,6,ARROZ,19047
2021,6,ARROZ,260000
2021,6,ARROZ,127500
2021,6,ARROZ,127500
2021,6,ARROZ,127500
2021,6,ARROZ,275000
2021,6,ARROZ,250000
2021,6,ARROZ,250000
2021,6,ARROZ,350000
2021,6,ARROZ,254695
2021,6,ARROZ,255000
2021,6,ARROZ,132500
2021,6,ARROZ,130000
2021,6,ARROZ,265000
2021,6,ARROZ,750000
2021,6,ARROZ,500000
2021,6,ARROZ,260000
2021,6,ARROZ,255000
2021,6,ARROZ,260000
2021,6,ARROZ,25000
2021,6,ARROZ,1981.6
2021,6,ARROZ,260000
2021,6,ARROZ,260000
2021,6,ARROZ,127500
2021,6,ARROZ,130000
2021,6,ARROZ,127500
2021,6,ARROZ,132400
2021,6,ARROZ,590.2
2021,6,ARROZ,130000
2021,6,ARROZ,264250
2021,6,ARROZ,750000
2021,6,ARROZ,260000
2021,6,ARROZ,350000
2021,6,ARROZ,250000
2021,6,ARROZ,260000
2021,6,ARROZ,132500
2021,6,ARROZ,132500
2021,6,ARROZ,132500
2021,6,ARROZ,132500
2021,6,ARROZ,130000
2021,6,ARROZ,130000
2021,6,ARROZ,237600
2021,6,ARROZ,263800
2021,6,ARROZ,127500
2021,6,ARROZ,255000
2021,6,ARROZ,2268
2021,6,ARROZ,130000
2021,6,ARROZ,0.58
2021,6,ARROZ,127500
2021,6,ARROZ,127500
2021,6,ARROZ,125000
2021,6,ARROZ,265000
2021,6,ARROZ,265000
2021,6,ARROZ,3600
2021,6,ARROZ,11.341
2021,6,ARROZ,265000
2021,6,ARROZ,255636
2021,6,ARROZ,127500
2021,6,ARROZ,300000
2021,6,ARROZ,300000
2021,6,ARROZ,200000
2021,6,ARROZ,750000
2021,6,ARROZ,375000
2021,6,ARROZ,375000
2021,6,ARROZ,125000
2021,6,ARROZ,132500
2021,6,ARROZ,382500
2021,6,ARROZ,2222.6
2021,6,ARROZ,106000
2021,6,ARROZ,250000
2021,6,ARROZ,127500
2021,6,ARROZ,127500
2021,6,ARROZ,127500
2021,6,ARROZ,1600
2021,6,ARROZ,130000
2021,6,ARROZ,260000
2021,6,ARROZ,250000
2021,6,ARROZ,250000
2021,6,ARROZ,130000
2021,6,ARROZ,260000
2021,6,ARROZ,450000
2021,6,ARROZ,255000
2021,6,ARROZ,126000
2021,6,ARROZ,126000
2021,6,ARROZ,260000
2021,6,ARROZ,130000
2021,6,ARROZ,130000
2021,6,ARROZ,130000
2021,6,ARROZ,250000
2021,6,ARROZ,350000
2021,5,ARROZ,500000
2021,5,ARROZ,106000
2021,5,ARROZ,250000
2021,5,ARROZ,250000
2021,5,ARROZ,375000
2021,5,ARROZ,255000
2021,5,ARROZ,130000
2021,5,ARROZ,127500
2021,5,ARROZ,127500
2021,5,ARROZ,127500
2021,5,ARROZ,250000
2021,5,ARROZ,1
2021,5,ARROZ,506600
2021,5,ARROZ,124850
2021,5,ARROZ,124915
2021,5,ARROZ,127500
2021,5,ARROZ,127500
2021,5,ARROZ,127500
2021,5,ARROZ,127500
2021,5,ARROZ,125000
2021,5,ARROZ,1
2021,5,ARROZ,275000
2021,5,ARROZ,255000
2021,5,ARROZ,255000
2021,5,ARROZ,260000
2021,5,ARROZ,127500
2021,5,ARROZ,102000
2021,5,ARROZ,204000
2021,5,ARROZ,265000
2021,5,ARROZ,264200
2021,5,ARROZ,127500
2021,5,ARROZ,102000
2021,5,ARROZ,24990
2021,5,ARROZ,124471
2021,5,ARROZ,76500
2021,5,ARROZ,153000
2021,5,ARROZ,250000
2021,5,ARROZ,125000
2021,5,ARROZ,125000
2021,5,ARROZ,350000
2021,5,ARROZ,500000
2021,5,ARROZ,50000
2021,5,ARROZ,264000
2021,5,ARROZ,250000
2021,5,ARROZ,127500
2021,5,ARROZ,127500
2021,5,ARROZ,250000
2021,5,ARROZ,250000
2021,5,ARROZ,127500
2021,5,ARROZ,130000
2021,5,ARROZ,127500
2021,5,ARROZ,289450
2021,5,ARROZ,130000
2021,5,ARROZ,250000
2021,5,ARROZ,500000
2021,5,ARROZ,500000
2021,5,ARROZ,132162
2021,5,ARROZ,132500
2021,5,ARROZ,130000
2021,5,ARROZ,127500
2021,5,ARROZ,0.9
2021,5,ARROZ,153000
2021,5,ARROZ,127500
2021,5,ARROZ,127500
2021,5,ARROZ,125000
2021,5,ARROZ,375000
2021,5,ARROZ,250000
2021,5,ARROZ,250000
2021,5,ARROZ,250000
2021,5,ARROZ,275000
2021,5,ARROZ,250000
2021,5,ARROZ,125000
2021,5,ARROZ,127500
2021,5,ARROZ,250000
2021,5,ARROZ,153000
2021,5,ARROZ,130000
2021,5,ARROZ,104000
2021,5,ARROZ,130000
2021,5,ARROZ,120900
2021,5,ARROZ,121500
2021,5,ARROZ,130000
2021,5,ARUGULA,1
2021,9,ARVEJA,70761
2021,9,ARVEJA,159031
2021,9,ARVEJA,215000
2021,9,ARVEJA,79198
2021,9,ARVEJA,49442
2021,9,ARVEJA,215000
2021,9,ARVEJA,46266
2021,9,ARVEJA,24040
2021,9,ARVEJA,52500
2021,9,ARVEJA,96160
2021,9,ARVEJA,74785
2021,9,ARVEJA,18008
2021,9,ARVEJA,19625
2021,9,ARVEJA,52500
2021,9,ARVEJA,129955
2021,9,ARVEJA,24948
2021,9,ARVEJA,26127
2021,9,ARVEJA,74163
2021,9,ARVEJA,120200
2021,9,ARVEJA,98884
2021,9,ARVEJA,49442
2021,8,ARVEJA,74844
2021,8,ARVEJA,21500
2021,8,ARVEJA,74163
2021,8,ARVEJA,21500
2021,8,ARVEJA,150500
2021,8,ARVEJA,48080
2021,8,ARVEJA,150500
2021,8,ARVEJA,43000
2021,8,ARVEJA,124740
2021,8,ARVEJA,149688
2021,8,ARVEJA,149688
2021,8,ARVEJA,180985
2021,8,ARVEJA,26270
2021,8,ARVEJA,51710
2021,8,ARVEJA,120200
2021,8,ARVEJA,120200
2021,8,ARVEJA,74526
2021,8,ARVEJA,168280
2021,8,ARVEJA,128773
2021,8,ARVEJA,51982
2021,8,ARVEJA,74520
2021,8,ARVEJA,129275
2021,8,ARVEJA,123605
2021,8,ARVEJA,25855
2021,8,ARVEJA,74844
2021,8,ARVEJA,148326
2021,8,ARVEJA,0.75
2021,8,ARVEJA,175949
2021,8,ARVEJA,124740
2021,8,ARVEJA,24948
2021,8,ARVEJA,19000
2021,8,ARVEJA,1500
2021,8,ARVEJA,72120
2021,8,ARVEJA,79530
2021,8,ARVEJA,5000
2021,8,ARVEJA,24449
2021,8,ARVEJA,24040
2021,8,ARVEJA,73880
2021,7,ARVEJA,172000
2021,7,ARVEJA,43182
2021,7,ARVEJA,193500
2021,7,ARVEJA,20000
2021,7,ARVEJA,25809
2021,7,ARVEJA,92532
2021,7,ARVEJA,69399
2021,7,ARVEJA,149640
2021,7,ARVEJA,107500
2021,7,ARVEJA,19000
2021,7,ARVEJA,20000
2021,7,ARVEJA,149670
2021,7,ARVEJA,74163
2021,7,ARVEJA,74163
2021,7,ARVEJA,222489
2021,7,ARVEJA,123605
2021,7,ARVEJA,98884
2021,7,ARVEJA,94029
2021,7,ARVEJA,23133
2021,7,ARVEJA,74844
2021,7,ARVEJA,40000
2021,7,ARVEJA,49442
2021,7,ARVEJA,24948
2021,7,ARVEJA,238450
2021,7,ARVEJA,154586
2021,7,ARVEJA,74844
2021,7,ARVEJA,120200
2021,7,ARVEJA,49896
2021,7,ARVEJA,25991
2021,7,ARVEJA,24040
2021,6,ARVEJA,74163
2021,6,ARVEJA,86000
2021,6,ARVEJA,19000
2021,6,ARVEJA,98884
2021,6,ARVEJA,79606
2021,6,ARVEJA,1000
2021,6,ARVEJA,149688
2021,6,ARVEJA,159213
2021,6,ARVEJA,247210
2021,6,ARVEJA,69399
2021,6,ARVEJA,74844
2021,6,ARVEJA,149688
2021,6,ARVEJA,23587
2021,6,ARVEJA,98884
2021,6,ARVEJA,74844
2021,6,ARVEJA,20000
2021,6,ARVEJA,47174
2021,6,ARVEJA,129275
2021,6,ARVEJA,74844
2021,6,ARVEJA,77740
2021,6,ARVEJA,1133.98
2021,6,ARVEJA,25900
2021,6,ARVEJA,40000
2021,6,ARVEJA,74844
2021,6,ARVEJA,149688
2021,6,ARVEJA,21500
2021,6,ARVEJA,96160
2021,6,ARVEJA,72120
2021,6,ARVEJA,299376
2021,6,ARVEJA,120200
2021,6,ARVEJA,120200
2021,6,ARVEJA,144240
2021,6,ARVEJA,24040
2021,6,ARVEJA,168280
2021,6,ARVEJA,236500
2021,6,ARVEJA,258000
2021,6,ARVEJA,40000
2021,6,ARVEJA,24040
2021,6,ARVEJA,74844
2021,6,ARVEJA,51710
2021,6,ARVEJA,74844
2021,6,ARVEJA,107500
2021,6,ARVEJA,74844
2021,6,ARVEJA,74844
2021,6,ARVEJA,74844
2021,6,ARVEJA,47174
2021,6,ARVEJA,74844
2021,6,ARVEJA,49442
2021,6,ARVEJA,74844
2021,6,ARVEJA,47174
2021,6,ARVEJA,74844
2021,6,ARVEJA,77565
2021,6,ARVEJA,168962
2021,6,ARVEJA,94528
2021,6,ARVEJA,224532
2021,6,ARVEJA,129275
2021,6,ARVEJA,23133
2021,6,ARVEJA,123605
2021,6,ARVEJA,43000
2021,6,ARVEJA,193500
